#{"t_start": 1768083746.3892963, "env_id": "LunarLander-v3"}
r,l,t
258.247131,293,275.369398
-0.604397,255,275.465193
270.047964,271,275.56683
242.929862,318,275.690251
7.841461,236,275.785918
267.057545,345,276.689815
222.804612,334,276.816613
230.093756,300,276.932033
264.676574,342,277.063257
281.031891,320,277.18835
237.833974,316,277.313067
231.502138,285,277.427013
217.756508,309,278.294944
234.179442,335,278.426145
244.320462,302,278.542741
50.339273,247,278.635897
272.058881,278,278.738254
248.55854,272,278.856068
263.91912,292,278.96256
30.292899,234,279.808724
241.347821,370,279.949244
46.166228,198,280.024019
262.705346,318,280.149144
191.308796,303,280.265076
25.187011,220,280.35038
250.300111,295,280.471196
233.360153,298,281.330654
270.598178,329,281.458672
243.018231,268,281.558335
261.331116,305,281.674969
242.479508,310,281.796898
264.390544,377,281.94501
-22.913747,233,282.035184
243.971972,284,282.920492
235.392596,273,283.025192
250.924719,296,283.172258
262.807894,316,283.290739
269.615846,242,283.386541
274.347324,290,283.497271
37.180812,245,283.590425
267.29832,271,284.471159
19.199003,250,284.565933
6.10232,215,284.643552
254.785583,326,284.764636
273.136461,274,284.870512
254.098812,261,284.977238
269.454266,293,285.091173
222.326882,284,285.212854
240.942402,284,286.110558
260.585803,299,286.225627
231.890875,273,286.336345
279.790584,292,286.449064
253.021249,263,286.549409
259.600247,319,286.669235
237.505226,300,286.784148
45.315498,254,287.649703
-5.775629,209,287.731016
258.968386,298,287.851895
277.973585,270,287.963583
289.687119,334,288.091271
274.566839,283,288.200372
64.271255,243,288.289902
234.084209,266,288.39828
250.555865,259,289.275605
239.093858,290,289.381396
28.677198,215,289.463643
41.866485,211,289.543318
294.854944,249,289.637786
83.349628,1000,290.80384
260.628386,310,290.926134
27.522162,221,291.013279
252.476197,255,291.11273
0.475256,201,291.192574
261.327684,291,291.304016
26.055023,199,291.381379
253.718951,264,291.495782
281.244107,294,292.35726
236.600682,291,292.474287
267.68367,308,292.618686
267.439052,244,292.711365
276.771245,270,292.815797
284.778349,311,292.93862
4.179082,207,293.020746
-7.071869,216,293.10425
271.169767,303,294.03812
58.980347,264,294.14595
261.967185,331,294.278111
234.212437,297,294.401397
239.337562,283,294.514939
251.083082,291,294.630309
257.295194,298,294.748431
269.251734,262,295.647252
264.722605,253,295.746275
241.906474,363,295.887517
36.327471,206,295.97212
251.276469,239,296.066601
255.439303,302,296.185484
-2.301043,216,296.272425
264.209467,295,297.168075
23.189709,209,297.247658
239.696803,304,297.368146
246.140354,281,297.484948
287.762501,331,297.610599
244.451241,283,297.719513
270.025536,297,297.831135
228.432181,322,298.710928
55.850133,194,298.787238
0.368858,220,298.870819
-20.07645,201,298.944377
244.404584,294,299.091403
265.643819,270,299.199177
231.320093,270,299.302261
19.301739,225,299.388304
261.796837,264,299.492839
257.301353,348,300.403307
264.167356,277,300.512944
246.610841,253,300.612449
249.222773,287,300.724177
273.155599,295,300.843451
234.110753,261,300.945639
235.099567,335,301.077634
2.194685,218,301.987912
132.212149,1000,302.403826
